city,bedrooms,bathrooms,sqft_living,sqft_lot,sqft_above,sqft_basement,floors,waterfront,view,condition,yr_built,yr_renovated,was_renovated,date,price
Seattle,2,1.0,580,7500,580,0,1.0,0,0,3,1943,0,0,2014-05-23,90000.0
Seattle,3,2.0,1670,4572,1670,0,1.5,0,0,3,1931,0,0,2014-05-23,585000.0
Kirkland,2,2.0,1140,8282,1140,0,1.0,0,0,3,1924,2009,1,2014-05-23,498000.0
Seattle,2,1.0,800,6380,800,0,1.0,0,2,3,1940,0,0,2014-05-23,379000.0
Seattle,3,1.75,1300,2580,820,480,1.0,0,0,5,1919,0,0,2014-05-23,462000.0
Renton,4,2.5,2440,7155,2440,0,2.0,0,0,3,1993,0,0,2014-05-23,388000.0
Kent,3,2.0,1490,8371,1490,0,1.5,0,0,3,1984,0,0,2014-05-23,255000.0
Bellevue,3,2.75,1800,9550,1320,480,1.0,0,0,4,1966,0,0,2014-05-23,665000.0
Bellevue,3,2.0,1830,9152,1830,0,1.0,0,0,5,1959,0,0,2014-05-23,550000.0
Seattle,3,1.0,1500,3920,1000,500,1.0,0,0,3,1947,0,0,2014-05-23,606000.0
Seattle,4,2.5,2210,6080,1410,800,1.0,0,2,4,1965,0,0,2014-05-23,334000.0
Seattle,3,2.0,1270,1323,1270,0,3.0,0,0,3,2006,0,0,2014-05-23,360000.0
Seattle,2,1.0,1140,1730,1010,130,1.5,0,0,3,2007,0,0,2014-05-23,235000.0
Seattle,3,2.5,1620,1173,1470,150,3.0,0,4,3,2008,0,0,2014-05-23,580000.0
Seattle,3,2.0,1220,1186,1220,0,3.0,0,0,3,2007,0,0,2014-05-23,355000.0
Seattle,2,2.5,750,1430,750,0,2.0,0,0,3,2006,0,0,2014-05-23,375000.0
North Bend,4,1.75,1960,9300,1340,620,1.0,0,0,5,1979,0,0,2014-05-24,372000.0
Seattle,3,1.0,1370,3000,1370,0,1.5,0,0,3,1924,0,0,2014-05-24,479000.0
Sammamish,5,4.0,4580,4443,4580,0,3.0,1,4,3,2004,0,0,2014-05-24,2000000.0
Carnation,4,4.25,5584,68257,5584,0,2.0,0,0,3,1998,0,0,2014-05-24,1680000.0
Seattle,2,1.0,1010,4320,1010,0,1.0,0,0,5,1924,0,0,2014-05-24,501000.0
Maple Valley,3,1.75,1260,6908,1260,0,1.0,0,0,3,1994,0,0,2014-05-24,245000.0
Issaquah,3,2.5,1740,5782,1740,0,2.0,0,0,4,1989,0,0,2014-05-24,496700.0
Auburn,4,1.5,2670,10026,2670,0,2.0,0,0,3,1996,0,0,2014-05-24,347000.0
Renton,2,1.0,720,7200,720,0,1.0,0,0,5,1943,0,0,2014-05-24,199000.0
Snoqualmie,3,2.5,2460,4399,2460,0,2.0,0,0,3,2007,0,0,2014-05-24,440500.0
Sammamish,4,2.5,3670,7000,3670,0,2.0,0,0,3,2005,0,0,2014-05-24,820000.0
SeaTac,4,3.5,2630,3435,1640,990,1.5,0,3,3,1984,0,0,2014-05-25,325000.0
Enumclaw,3,1.75,1570,8459,1570,0,1.0,0,0,3,1991,0,0,2014-05-25,195000.0
Redmond,3,3.0,2980,28000,1820,1160,1.0,0,0,3,1981,0,0,2014-05-25,675000.0
Maple Valley,3,2.5,1560,4200,1560,0,2.0,0,0,3,2003,0,0,2014-05-25,295000.0
Shoreline,3,2.5,1620,7410,1620,0,1.0,0,0,5,1955,0,0,2014-05-25,355300.0
Seattle,3,1.0,1140,5000,1140,0,1.0,0,0,3,1960,0,0,2014-05-26,276000.0
Duvall,2,1.5,2730,19877,1570,1160,1.0,0,0,4,1976,0,0,2014-05-26,460000.0
Woodinville,3,2.0,2130,35169,2130,0,1.0,0,0,4,1989,0,0,2014-05-26,880000.0
Shoreline,3,2.5,1780,4050,1780,0,2.0,0,0,3,2001,0,0,2014-05-26,370000.0
Renton,4,2.5,2100,3916,2100,0,2.0,0,0,3,2009,0,0,2014-05-26,346000.0
Auburn,3,1.0,1140,8800,1140,0,1.0,0,0,3,1972,0,0,2014-05-26,172500.0
Kenmore,3,1.5,1690,9144,1140,550,1.0,0,0,4,1956,0,0,2014-05-26,379950.0
Seattle,2,1.0,1160,6000,860,300,1.0,0,0,4,1942,0,0,2014-05-27,468000.0
Seattle,4,2.75,1720,6270,1720,0,2.0,0,0,3,1978,0,0,2014-05-27,477000.0
Seattle,3,1.0,1210,3328,1210,0,1.5,0,0,4,1924,0,0,2014-05-27,529000.0
Seattle,3,1.5,1255,1374,1255,0,3.0,0,0,3,2004,0,0,2014-05-27,312000.0
Seattle,2,1.0,880,7683,880,0,1.0,0,0,3,1942,0,0,2014-05-27,326100.0
Seattle,3,1.0,1050,9206,1050,0,1.5,0,0,3,1954,0,0,2014-05-27,360000.0
Kenmore,3,1.75,1650,12940,1650,0,1.0,0,0,4,1961,0,0,2014-05-27,438000.0
Shoreline,3,1.0,1570,9467,1570,0,1.0,0,0,3,1954,0,0,2014-05-27,360000.0
Seattle,4,2.5,2920,7200,1470,1450,1.0,0,3,3,1921,2006,1,2014-05-27,1050000.0
Seattle,4,3.0,3000,4000,1970,1030,1.5,0,3,3,1913,2014,1,2014-05-27,688000.0
Issaquah,3,1.75,1850,7735,1850,0,1.0,0,0,4,1983,0,0,2014-05-27,585000.0
Kent,3,2.5,1440,7741,1000,440,1.0,0,0,4,1983,0,0,2014-05-27,265000.0
Kirkland,3,1.75,1440,8775,1440,0,1.0,0,0,3,1973,0,0,2014-05-27,375000.0
Woodinville,3,1.0,1810,12375,1810,0,2.0,0,0,3,1970,0,0,2014-05-27,326500.0
Seattle,2,1.0,1180,9350,1180,0,1.0,0,0,3,1918,0,0,2014-05-27,160000.0
Seattle,4,3.75,3070,5850,2400,670,2.0,0,0,5,1927,0,0,2014-05-27,1570000.0
Sammamish,5,2.75,3390,5211,3390,0,2.0,0,0,3,2004,0,0,2014-05-27,735000.0
Seattle,2,1.0,1470,6120,1470,0,1.0,0,0,2,1940,0,0,2014-05-27,400000.0
Kirkland,4,2.5,2680,7200,1380,1300,1.0,0,0,3,1952,2013,1,2014-05-27,800000.0
Bellevue,4,2.25,2290,10687,2290,0,2.0,0,0,3,1978,0,0,2014-05-27,949880.0
Shoreline,3,1.75,1980,8100,1310,670,1.0,0,0,4,1949,0,0,2014-05-27,405000.0
Renton,4,2.5,2870,9292,2540,330,2.0,0,0,3,1979,0,0,2014-05-27,399000.0
Seattle,3,2.0,1840,4750,1010,830,1.0,0,0,5,1951,0,0,2014-05-27,730001.0
Mercer Island,4,3.25,4060,13000,4060,0,2.0,0,3,3,2000,0,0,2014-05-27,1795000.0
Pacific,3,2.0,1630,8018,1630,0,1.0,0,0,3,2003,0,0,2014-05-27,260000.0
Seattle,2,2.0,1880,5400,1880,0,1.5,0,0,3,1902,0,0,2014-05-27,751750.0
Kent,3,1.75,1780,13095,1780,0,1.0,0,0,4,1983,0,0,2014-05-27,325000.0
Kent,4,2.0,2330,6250,1400,930,1.0,0,0,4,1941,0,0,2014-05-27,344950.0
Seattle,3,1.75,1840,4030,1050,790,1.0,0,0,5,1925,0,0,2014-05-27,457500.0
Kenmore,5,2.0,2330,10750,1190,1140,1.0,0,0,4,1962,0,0,2014-05-27,389000.0
Renton,4,2.5,3200,6473,3200,0,2.0,0,0,3,2005,0,0,2014-05-27,515000.0
Seattle,3,2.5,2330,1987,1410,920,2.0,0,4,3,2004,0,0,2014-05-27,732000.0
Shoreline,3,2.25,1950,8868,1350,600,1.0,0,0,3,1964,0,0,2014-05-27,415000.0
Seattle,4,3.5,3080,4815,2300,780,2.0,0,3,3,1937,2009,1,2014-05-27,1655000.0
Seattle,2,1.0,1040,5527,1040,0,1.0,0,0,3,1951,0,0,2014-05-27,535000.0
Seattle,4,4.25,1960,3565,1960,0,2.0,0,0,3,1940,2003,1,2014-05-27,540000.0
Seattle,5,3.0,2750,3800,1750,1000,1.5,0,0,5,1926,0,0,2014-05-27,525000.0
Woodinville,3,1.75,1930,36210,1930,0,1.0,0,0,3,1977,0,0,2014-05-27,570000.0
Federal Way,5,4.5,4850,40902,4850,0,2.0,0,0,3,2001,0,0,2014-05-27,569950.0
Kent,4,2.5,1982,6406,1982,0,2.0,0,0,3,2004,0,0,2014-05-27,283200.0
Seattle,3,2.75,2640,4050,1750,890,1.5,0,0,5,1926,0,0,2014-05-27,1100000.0
Redmond,4,2.5,1850,50662,1430,420,1.0,0,0,3,1978,0,0,2014-05-27,830000.0
Bellevue,4,2.25,1940,9144,1430,510,1.0,0,0,4,1956,0,0,2014-05-27,495000.0
Tukwila,5,3.0,2840,7199,1710,1130,1.0,0,0,3,2003,0,0,2014-05-27,292050.0
Kirkland,5,1.5,1900,10226,1130,770,1.0,0,0,3,1961,0,0,2014-05-27,415000.0
Des Moines,5,1.0,1410,6400,960,450,1.0,0,0,5,1955,0,0,2014-05-27,295832.0
Duvall,4,2.5,2520,8515,2520,0,2.0,0,0,3,1999,0,0,2014-05-27,450000.0
Mercer Island,4,3.75,3160,9525,3160,0,2.5,0,0,3,1997,0,0,2014-05-27,1381000.0
Kirkland,4,3.0,3720,29043,3720,0,2.0,0,0,3,1991,0,0,2014-05-27,857000.0
Seattle,3,3.5,1820,1501,1430,390,2.0,0,0,3,2014,0,0,2014-05-27,499950.0
Kirkland,3,2.0,1560,8640,1560,0,1.0,0,0,5,1967,0,0,2014-05-27,465000.0
Seattle,3,1.0,1600,5952,1150,450,1.0,0,0,4,1964,0,0,2014-05-27,329000.0
Redmond,3,2.0,1230,11502,1230,0,1.0,0,0,4,1984,0,0,2014-05-27,475000.0
Shoreline,3,1.0,960,8100,960,0,1.0,0,0,3,1955,0,0,2014-05-27,255000.0
Seattle,3,1.0,1270,4000,1270,0,1.5,0,2,3,1928,0,0,2014-05-27,435000.0
Bellevue,3,2.5,2810,7700,2810,0,2.0,0,0,3,2001,0,0,2014-05-27,685000.0
Redmond,2,2.5,2160,5581,2160,0,1.0,0,0,3,2002,0,0,2014-05-27,715000.0
Seattle,3,3.0,2520,2152,1560,960,1.5,0,0,3,1925,2006,1,2014-05-27,780000.0
Seattle,2,1.5,1180,844,990,190,2.0,0,0,3,2005,0,0,2014-05-27,345000.0
Renton,4,2.25,1810,4970,1810,0,2.0,0,0,3,2003,0,0,2014-05-27,355000.0
Kent,3,2.5,1680,15711,1240,440,1.0,0,0,3,1994,0,0,2014-05-27,282000.0
Burien,3,1.0,910,5250,910,0,1.0,0,0,4,1971,0,0,2014-05-27,244000.0
Seattle,3,3.75,3250,5797,2370,880,2.0,0,2,4,1951,0,0,2014-05-27,967500.0
Seattle,3,1.5,2000,7294,1520,480,1.0,0,0,3,1965,0,0,2014-05-27,375000.0
Seattle,3,3.25,3790,19000,3790,0,2.0,0,4,3,1985,0,0,2014-05-27,1600000.0
Issaquah,3,1.75,2310,78844,1760,550,1.0,0,0,3,1977,0,0,2014-05-27,527500.0
Seattle,3,2.25,2510,6339,1810,700,1.5,0,2,5,1932,0,0,2014-05-27,994000.0
Shoreline,3,1.75,1320,6205,1320,0,1.0,0,0,5,1948,0,0,2014-05-27,313000.0
Redmond,3,2.25,2370,217800,2370,0,2.0,0,0,3,1979,0,0,2014-05-27,587000.0
Kirkland,3,1.0,900,7500,900,0,1.0,0,0,4,1972,0,0,2014-05-27,304000.0
Seattle,3,2.5,2540,7680,2540,0,2.0,0,1,4,1940,2001,1,2014-05-27,675000.0
Renton,4,1.0,2100,9288,1050,1050,1.0,0,0,4,1968,0,0,2014-05-27,305000.0
Seattle,3,1.0,1200,6250,920,280,1.0,0,0,3,1943,0,0,2014-05-27,280000.0
Sammamish,5,4.0,3720,15200,3720,0,2.0,0,0,3,2005,0,0,2014-05-27,960000.0
Issaquah,3,2.25,1760,4539,1760,0,2.0,0,0,3,1988,0,0,2014-05-27,500000.0
Covington,3,1.75,1670,7415,1320,350,1.0,0,0,3,1987,0,0,2014-05-27,274950.0
Snoqualmie,3,2.5,2420,8252,2420,0,2.0,0,0,3,1998,0,0,2014-05-27,455600.0
Mercer Island,5,3.0,3480,15185,3480,0,2.0,0,0,4,1964,0,0,2014-05-27,970000.0
Maple Valley,4,2.5,1630,4473,1630,0,2.0,0,0,3,2003,0,0,2014-05-27,312900.0
Seattle,4,2.5,2340,5600,2340,0,2.0,0,0,3,1921,2013,1,2014-05-27,535000.0
Seattle,2,1.0,920,3780,920,0,1.0,0,0,3,1910,0,0,2014-05-27,427000.0
Seattle,2,1.0,910,6490,910,0,1.0,0,0,3,1942,0,0,2014-05-27,405000.0
Seattle,3,1.0,1150,4945,1150,0,1.0,0,2,3,1943,0,0,2014-05-27,480000.0
Seattle,3,1.5,2500,4774,1450,1050,1.5,0,2,3,1940,0,0,2014-05-27,725000.0
Auburn,4,2.5,3250,235063,3250,0,1.0,0,2,3,1973,0,0,2014-05-27,293000.0
Burien,4,2.0,1930,6600,1030,900,1.0,0,0,4,1967,0,0,2014-05-27,268000.0
Vashon,4,3.5,3400,234352,2500,900,2.0,0,0,3,1991,0,0,2014-05-27,475000.0
Seattle,3,2.5,1590,2550,1590,0,3.0,0,0,3,1985,0,0,2014-05-27,488000.0
Redmond,4,2.5,3330,7399,3330,0,2.0,0,0,3,2009,0,0,2014-05-27,760000.0
Kirkland,5,4.5,4590,14685,4590,0,2.0,0,0,3,2009,0,0,2014-05-27,1710000.0
Kirkland,3,2.5,2610,7256,2610,0,2.0,0,0,3,2014,0,0,2014-05-27,754950.0
Des Moines,3,2.5,1658,2700,1658,0,2.0,0,0,3,2014,0,0,2014-05-27,263900.0
Seattle,3,3.5,1600,1431,1240,360,2.0,0,0,3,2006,0,0,2014-05-27,460000.0
Seattle,3,3.0,1296,1051,1296,0,3.0,0,0,3,2009,0,0,2014-05-27,399950.0
Seattle,2,2.25,1280,835,1080,200,2.0,0,0,3,2009,0,0,2014-05-27,370000.0
Snoqualmie,4,3.0,5940,11533,4950,990,2.0,0,4,3,2004,0,0,2014-05-27,1149000.0
Renton,4,3.25,2510,5311,2510,0,2.0,0,0,3,2009,0,0,2014-05-27,450800.0
Issaquah,3,3.5,2710,3475,1650,1060,2.0,0,0,3,2005,0,0,2014-05-27,627000.0
Seattle,3,2.5,1750,1548,1750,0,3.0,0,0,3,2013,0,0,2014-05-27,495000.0
Kenmore,3,1.0,1430,19901,1430,0,1.5,0,0,4,1927,0,0,2014-05-28,310000.0
Redmond,4,1.0,1660,34848,930,730,1.0,0,0,1,1933,0,0,2014-05-28,550000.0
Burien,2,1.0,1320,8865,1320,0,1.0,0,0,4,1943,0,0,2014-05-28,215000.0
Redmond,4,3.0,2580,209523,2580,0,2.0,0,0,3,1984,0,0,2014-05-28,799000.0
Woodinville,4,2.5,2740,43101,2740,0,2.0,0,0,3,1993,0,0,2014-05-28,630000.0
Federal Way,3,2.5,2495,4400,2495,0,2.0,0,0,3,2007,0,0,2014-05-28,267000.0
Mercer Island,6,2.75,2300,24773,2300,0,1.5,0,0,4,1950,1985,1,2014-05-28,900000.0
Kenmore,3,1.5,1300,12240,1300,0,1.0,0,0,3,1963,0,0,2014-05-28,365000.0
Issaquah,4,2.5,2230,10414,1450,780,1.0,0,0,5,1974,0,0,2014-05-28,544500.0
Seattle,4,2.75,2020,2750,1010,1010,1.0,0,0,3,1917,2014,1,2014-05-28,599000.0
Seattle,4,2.25,2000,3800,2000,0,2.0,0,0,3,2001,0,0,2014-05-28,815000.0
Shoreline,2,1.0,1060,8187,1060,0,1.0,0,0,4,1952,0,0,2014-05-28,254000.0
Seattle,2,1.75,2080,4800,1080,1000,1.0,0,0,5,1923,0,0,2014-05-28,740000.0
Auburn,3,2.0,2030,24829,1220,810,1.0,0,0,4,1979,0,0,2014-05-28,225000.0
Seattle,3,2.5,2690,7000,1840,850,2.0,0,0,5,1943,0,0,2014-05-28,925000.0
Seattle,4,2.5,3240,10800,2260,980,1.0,0,0,3,1946,0,0,2014-05-28,1285000.0
Kirkland,3,2.5,1550,12920,1550,0,2.0,0,0,5,1999,0,0,2014-05-28,537000.0
Seattle,4,2.0,1480,3132,740,740,1.0,0,0,5,1910,0,0,2014-05-28,335000.0
Seattle,4,2.75,3040,2800,2100,940,2.0,0,0,3,1906,2014,1,2014-05-28,840000.0
Auburn,3,1.5,1560,7300,1040,520,1.0,0,0,4,1964,0,0,2014-05-28,224000.0
Renton,3,2.5,2250,3757,2250,0,2.0,0,0,3,2006,0,0,2014-05-28,395000.0
Seattle,3,1.0,1100,4600,1100,0,1.0,0,0,3,1917,0,0,2014-05-28,450000.0
Seattle,3,1.0,1700,6356,1700,0,1.5,0,0,3,1907,0,0,2014-05-28,681000.0
Bellevue,5,1.5,2680,28014,1450,1230,1.0,0,0,4,1963,0,0,2014-05-28,898000.0
Seattle,3,1.0,800,2296,800,0,1.0,0,0,4,1908,0,0,2014-05-28,370000.0
Redmond,2,1.75,1350,6315,1350,0,1.0,0,0,3,2005,0,0,2014-05-28,429000.0
Seattle,3,1.0,820,7680,820,0,1.5,0,0,3,1910,0,0,2014-05-28,150000.0
Bothell,3,2.5,3160,4270,2650,510,2.0,0,0,3,2006,0,0,2014-05-28,555000.0
Renton,3,2.75,1720,28000,1720,0,1.0,0,0,4,1958,0,0,2014-05-28,326000.0
Auburn,3,2.5,1680,6755,1680,0,2.0,0,0,3,1994,0,0,2014-05-28,225000.0
Auburn,3,1.75,1300,7958,1300,0,1.0,0,0,3,1996,0,0,2014-05-28,245100.0
Sammamish,3,2.5,2190,10370,2190,0,2.0,0,0,3,1987,0,0,2014-05-28,665000.0
Issaquah,3,2.5,1720,4006,1720,0,2.0,0,0,3,1994,0,0,2014-05-28,535000.0
Woodinville,3,1.0,1160,11776,1160,0,1.0,0,0,3,1968,0,0,2014-05-28,305000.0
Bellevue,7,4.0,3150,34830,3150,0,1.0,0,0,3,1957,2005,1,2014-05-28,999000.0
Pacific,3,1.75,1210,8075,1210,0,1.0,0,0,4,1983,0,0,2014-05-28,215000.0
Seattle,3,1.75,1980,5100,1270,710,1.0,0,0,3,1965,0,0,2014-05-28,432500.0
Sammamish,4,2.5,2990,5669,2990,0,2.0,0,0,3,2003,0,0,2014-05-28,655000.0
Renton,3,1.5,1430,9600,1430,0,1.0,0,0,4,1966,0,0,2014-05-28,266200.0
Kent,3,2.5,2060,4030,2060,0,2.0,0,0,3,1999,0,0,2014-05-28,244615.0
Kent,4,3.0,2230,52983,2230,0,2.0,0,0,3,1991,0,0,2014-05-28,460000.0
Federal Way,4,2.5,3090,18645,3090,0,2.0,0,0,3,1995,0,0,2014-05-28,370000.0
Federal Way,6,3.25,4250,23326,2150,2100,1.0,0,3,3,1967,0,0,2014-05-28,465000.0
Seattle,3,2.5,1970,23180,1100,870,1.0,1,4,3,1937,1998,1,2014-05-28,1175000.0
Auburn,2,2.0,1700,3171,850,850,1.0,0,0,5,1927,0,0,2014-05-28,189000.0
Seattle,3,2.5,2510,5503,2510,0,2.0,0,2,3,1995,0,0,2014-05-28,820000.0
Sammamish,6,2.75,3610,17580,2070,1540,1.0,0,4,5,1959,0,0,2014-05-28,968000.0
Seattle,4,3.25,2980,7000,2140,840,2.0,0,3,3,1900,2014,1,2014-05-28,1400000.0
Seattle,3,1.75,1610,6480,1610,0,1.0,0,0,4,1947,0,0,2014-05-28,438750.0
Seattle,4,2.75,3650,6982,2530,1120,2.0,0,2,4,1951,2003,1,2014-05-28,1210000.0
Kirkland,4,2.0,2510,38141,2510,0,1.0,0,0,3,1960,0,0,2014-05-28,600000.0
Seattle,3,1.0,1110,6000,1110,0,1.5,0,0,5,1932,0,0,2014-05-28,589000.0
Seattle,3,2.0,1650,6150,1650,0,2.0,0,0,4,1926,1993,1,2014-05-28,590000.0
Kent,3,2.0,1980,12150,1980,0,1.0,0,0,3,1994,0,0,2014-05-28,479900.0
Seattle,2,1.5,880,1157,880,0,2.0,0,0,3,2007,0,0,2014-05-28,210000.0
Beaux Arts Village,3,1.75,1490,9800,1140,350,1.0,0,0,4,1947,0,0,2014-05-28,745000.0
Seattle,3,2.0,2520,5400,1410,1110,1.5,0,0,4,1906,0,0,2014-05-28,840500.0
Redmond,3,1.75,1820,22320,1250,570,1.0,0,0,3,1977,0,0,2014-05-28,420000.0
Seattle,7,4.5,4140,9066,2070,2070,1.0,0,0,3,1978,0,0,2014-05-28,565000.0
Sammamish,4,2.5,3420,8405,3420,0,2.0,0,0,3,2000,0,0,2014-05-28,840000.0
Renton,4,2.5,3150,7277,3150,0,2.0,0,0,3,2006,0,0,2014-05-28,681716.0
Bellevue,3,1.75,1580,7416,1150,430,1.0,0,0,3,1967,0,0,2014-05-28,600000.0
Seattle,3,2.0,1660,8281,1660,0,1.0,0,0,3,1949,0,0,2014-05-28,380000.0
Covington,3,1.0,1100,10125,1100,0,1.0,0,0,3,1969,0,0,2014-05-28,168500.0
Seattle,2,1.0,1270,3200,960,310,1.0,0,0,4,1920,0,0,2014-05-28,355000.0
Seattle,4,1.0,1450,6250,990,460,1.0,0,0,3,1964,0,0,2014-05-28,277000.0
Federal Way,4,2.25,1830,9485,1200,630,1.0,0,0,4,1989,0,0,2014-05-28,236000.0
Seattle,3,1.75,1300,4127,650,650,1.0,0,0,4,1918,1953,1,2014-05-28,270000.0
Seattle,2,1.75,2320,5500,1720,600,1.5,0,2,3,1925,2000,1,2014-05-28,700000.0
Kenmore,4,2.75,1680,9545,1080,600,1.0,0,0,4,1979,0,0,2014-05-28,425000.0
Seattle,3,2.5,2300,5500,2000,300,1.5,0,0,4,1921,0,0,2014-05-28,635000.0
Seattle,3,1.75,1400,4000,870,530,1.0,0,0,3,1951,0,0,2014-05-28,510250.0
Seattle,4,2.25,2410,4560,1800,610,2.0,0,2,5,1929,0,0,2014-05-28,960000.0
Maple Valley,3,2.0,1480,7480,1480,0,1.0,0,0,4,1992,0,0,2014-05-28,254000.0
Shoreline,3,1.0,1390,9624,1390,0,1.5,0,0,4,1954,0,0,2014-05-28,299000.0
Maple Valley,2,1.0,830,2699,830,0,1.0,0,0,3,1996,0,0,2014-05-28,175000.0
Kent,2,1.0,740,9003,740,0,1.0,0,0,3,1949,0,0,2014-05-28,157500.0
Seattle,5,2.0,1940,6000,970,970,1.0,0,0,5,1945,0,0,2014-05-28,580000.0
Kent,3,1.0,1340,15600,1340,0,1.0,0,0,4,1978,0,0,2014-05-28,124740.0
Seattle,8,3.5,4440,6480,3140,1300,2.0,0,3,5,1959,0,0,2014-05-28,1970000.0
Seattle,2,1.0,800,6240,800,0,1.0,0,0,3,1954,0,0,2014-05-28,285000.0
SeaTac,3,1.75,1310,9645,1310,0,1.0,0,0,3,1979,0,0,2014-05-28,242000.0
Seattle,4,1.75,2330,4000,1300,1030,2.0,0,0,5,1924,0,0,2014-05-28,840000.0
Seattle,2,3.25,1400,1243,1400,0,3.0,0,0,3,2000,0,0,2014-05-28,474800.0
Woodinville,4,2.5,2360,4367,2360,0,2.0,0,0,3,2003,0,0,2014-05-28,490000.0
Kirkland,3,2.25,1840,5752,1840,0,2.0,0,0,3,2003,0,0,2014-05-28,465000.0
Snoqualmie,4,2.5,2680,7178,2680,0,2.0,0,0,3,2004,0,0,2014-05-28,515000.0
Seattle,3,3.75,3890,7140,2390,1500,1.0,0,2,3,1943,2007,1,2014-05-28,430000.0
Federal Way,3,2.0,1400,8640,1400,0,1.0,0,0,5,1968,0,0,2014-05-28,253400.0
Federal Way,3,2.5,2400,9701,2400,0,1.0,0,0,3,1990,0,0,2014-05-28,355000.0
Fall City,4,2.25,2920,46355,2920,0,2.0,0,0,4,1998,0,0,2014-05-28,740000.0
Federal Way,2,2.0,1390,1302,1390,0,2.0,0,0,3,1986,0,0,2014-05-28,186950.0
Renton,3,2.5,1680,11193,1680,0,2.0,0,0,3,1984,0,0,2014-05-28,306000.0
Bellevue,4,1.5,2040,8800,1020,1020,1.0,0,0,4,1961,0,0,2014-05-28,510000.0
Seattle,2,1.0,1080,4000,1080,0,1.0,0,0,3,1940,0,0,2014-05-28,345000.0
Seattle,3,2.75,2280,4280,1280,1000,1.0,0,0,5,1917,0,0,2014-05-28,875000.0
Snoqualmie,4,3.5,4490,5099,3390,1100,2.0,0,0,3,2006,0,0,2014-05-28,700000.0
Seattle,4,3.25,4700,9160,2520,2180,1.0,0,4,3,2005,0,0,2014-05-28,1400000.0
Renton,4,2.5,2798,4473,2798,0,2.0,0,0,3,2012,0,0,2014-05-28,499950.0
Redmond,3,2.5,2810,5400,2810,0,2.0,0,0,3,2005,0,0,2014-05-28,739000.0
Federal Way,4,2.5,3753,7204,3336,417,2.0,0,0,3,2008,0,0,2014-05-28,363000.0
Issaquah,4,3.5,3910,8095,3130,780,2.0,0,0,3,2007,0,0,2014-05-28,782000.0
Seattle,2,2.5,1050,1609,1050,0,2.0,0,0,3,2005,0,0,2014-05-28,325000.0
Seattle,4,1.0,1600,4300,1600,0,1.5,0,0,4,1916,0,0,2014-05-29,485000.0
Kenmore,4,2.25,2590,10002,1340,1250,1.0,0,0,4,1968,0,0,2014-05-29,452000.0
Federal Way,4,2.25,1720,9753,1120,600,1.0,0,0,4,1978,0,0,2014-05-29,264950.0
Federal Way,6,2.5,4410,14034,2350,2060,1.0,0,2,4,1965,0,0,2014-05-29,472000.0
SeaTac,3,1.75,1590,11914,1090,500,1.0,0,2,3,1957,0,0,2014-05-29,267500.0
Redmond,4,2.5,2440,22594,2440,0,2.0,0,0,3,1996,0,0,2014-05-29,565000.0
Seattle,3,2.5,1360,1016,1310,50,3.0,0,0,3,2003,0,0,2014-05-29,535000.0
Seattle,2,1.0,910,7000,910,0,1.0,0,0,3,1952,0,0,2014-05-29,389000.0
Seattle,4,1.5,1390,7200,1140,250,1.0,0,0,3,1965,0,0,2014-05-29,400000.0
Kent,3,1.5,1470,14821,1470,0,1.0,0,0,4,1958,0,0,2014-05-29,264000.0
Issaquah,4,2.5,2920,9904,2920,0,2.0,0,0,4,1990,0,0,2014-05-29,690000.0
Kent,3,1.75,1950,52256,1950,0,1.0,0,0,4,1985,0,0,2014-05-29,412000.0
Sammamish,3,2.5,2390,4555,2390,0,2.0,0,0,3,2006,0,0,2014-05-29,695000.0
Kent,3,1.5,1270,11600,1270,0,1.0,0,0,4,1964,0,0,2014-05-29,246500.0
Renton,2,1.0,950,7560,950,0,1.0,0,0,3,1958,0,0,2014-05-29,230000.0
Enumclaw,2,1.0,900,423838,900,0,1.0,0,2,5,1925,0,0,2014-05-29,302000.0
Seattle,4,2.25,2280,6660,1960,320,1.5,0,2,3,1940,1984,1,2014-05-29,820000.0
SeaTac,3,1.0,1010,5490,1010,0,1.0,0,0,3,1954,0,0,2014-05-29,145000.0
Seattle,2,1.0,1260,5000,1040,220,1.0,0,0,3,1951,0,0,2014-05-29,436500.0
Seattle,4,3.5,4730,13586,4270,460,1.5,0,0,5,1935,0,0,2014-05-29,2453500.0
Redmond,3,2.5,2620,21587,2620,0,2.0,0,0,3,1992,0,0,2014-05-29,672000.0
Seattle,3,2.25,2330,4000,1520,810,1.5,0,2,5,1927,0,0,2014-05-29,680000.0
Seattle,5,3.0,2170,2440,1450,720,1.5,0,0,4,1911,0,0,2014-05-29,750500.0
Seattle,5,2.0,2450,9488,1240,1210,1.0,0,0,4,1900,1955,1,2014-05-29,550000.0
Federal Way,4,1.75,1880,7632,1180,700,1.0,0,0,4,1978,0,0,2014-05-29,266500.0
Seattle,4,2.0,2300,3400,1550,750,1.5,0,0,5,1915,0,0,2014-05-29,619000.0
Redmond,3,2.0,1240,14404,1240,0,1.0,0,0,3,1988,0,0,2014-05-29,405000.0
Seattle,2,1.0,820,3844,820,0,1.0,0,0,4,1916,0,0,2014-05-29,300000.0
Renton,4,2.0,1530,6375,1530,0,2.0,0,0,3,1942,1983,1,2014-05-29,231000.0
Bellevue,5,3.25,2900,12160,1890,1010,1.0,0,0,4,1967,0,0,2014-05-29,790000.0
